id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped
rancho-san-jose-sur-chiquito,San Jose Y Sur Chiquito,1839,alvarado,Alvarado,Marcelino Escobar,8818,2,Monterey,SD 373,Patented,"Joseph S. Emery and Nathan W. Spaulding, administrators","May 4, 1888","8,818.56",552,,https://digicoll.lib.berkeley.edu/record/268993,https://ranchos.archivesofcalifornia.com/r/rancho-san-jose-sur-chiquito.html,yes
rancho-lompoc,Lompoc,1837,alvarado,Alvarado,Joaquin and Jose A. Carrillo,42085,,Santa Barbara,SD 015,Confirmed,Joaquin and Jose A. Carrillo,"Nov. 3, 1873","42,085.44",239,,https://digicoll.lib.berkeley.edu/record/266056,https://ranchos.archivesofcalifornia.com/r/rancho-lompoc.html,yes
rancho-santa-ana-chino,Santa Ana Del Chino (Addition To),1841,alvarado,Alvarado,Antonio Maria Lugo,22234,5,San Bernardino,SD 182,Confirmed,Maria Merced Williams and Francisca Williams de Carlisle,"Feb. 15, 1869","22,234.20",478,,https://digicoll.lib.berkeley.edu/record/267530,https://ranchos.archivesofcalifornia.com/r/rancho-santa-ana-chino.html,yes
rancho-alamitos,Los Alamitos,1784,spanish,Pedro Fages,Manuel Nieto,28027,6,Orange,SD 290,Confirmed,Abel Stearns,"Aug. 29, 1874","28,027.17",468,,https://digicoll.lib.berkeley.edu/record/268917,https://ranchos.archivesofcalifornia.com/r/rancho-alamitos.html,yes
rancho-tolenas,Tolenas,1840,alvarado,Alvarado,Jose Francisco Armijo,13315,3,Solano,ND 162,Patented,Dolores Riesgo Armijo et al,"Oct. 12, 1868","13,315.93",90,,https://digicoll.lib.berkeley.edu/record/265522,https://ranchos.archivesofcalifornia.com/r/rancho-tolenas.html,yes
rancho-coyotes,Los Coyotes,1834,figueroa,Figueroa,Manuel Nieto,48806,10,Orange,SD 372,Confirmed,Andres Pico et al,"Mar. 9, 1875","48,806.17",472,,https://digicoll.lib.berkeley.edu/record/268992,https://ranchos.archivesofcalifornia.com/r/rancho-coyotes.html,yes
rancho-conejo,Conejo,1803,spanish,a Spanish governor,Jose de la Guerra Y Noriega,671,,Ventura,SD 107,Confirmed,Jose de la Guerra Y Noriega,"Jan. 8, 1873",,408,,https://digicoll.lib.berkeley.edu/record/102015,https://ranchos.archivesofcalifornia.com/r/rancho-conejo.html,yes
rancho-fernandez,Fernandez,1846,pico,Pío Pico,"Dionisio Z. Fernandez, Máximo Z. Fernandez, Josiah Belden, and William R. Basham",17305,,Butte,ND 377,Confirmed,Dionisio Z. Fernandez et al,"Oct. 14, 1857","17,305.84",15,,https://digicoll.lib.berkeley.edu/record/264228,https://ranchos.archivesofcalifornia.com/r/rancho-fernandez.html,yes
rancho-guadalasca,Guadalasca,1836,interim,Mariano Chico,Isabel Yorba,593,,Ventura,SD 177,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264214,https://ranchos.archivesofcalifornia.com/r/rancho-guadalasca.html,yes
rancho-cajon,El Cajon,1845,pico,Pío Pico,T. W. Sutherland,48799,,San Diego,SD 114,Confirmed,"Thomas W. Sutherland, guardian of Victoria, Isabel, Miguel, and Helena Pedrorena, heirs","Apl. 6, 1876","48,799.85",534,,https://digicoll.lib.berkeley.edu/record/265855,https://ranchos.archivesofcalifornia.com/r/rancho-cajon.html,yes
rancho-rincon-salinas,Rincon De Las Salinas,1833,figueroa,Jose Figueroa,Cristina Delgado,2220,one-half,Monterey,SD 215,Confirmed,Rafael Estrada,"Mar. 1, 1881","2,220.02",255,,https://digicoll.lib.berkeley.edu/record/267558,https://ranchos.archivesofcalifornia.com/r/rancho-rincon-salinas.html,yes
rancho-paso,Del Paso,1844,micheltorena,Micheltorena,Samuel Norris,44371,,Sacramento,ND 053,Confirmed,Samuel Norris,"May 4, 1858","44,371.42",96,,https://digicoll.lib.berkeley.edu/record/264440,https://ranchos.archivesofcalifornia.com/r/rancho-paso.html,yes
rancho-corte-madera-presidio,Corte Madera Del Presidio,1834,figueroa,Figueroa,Juan Reed,7845,,Marin,ND 183,Confirmed,"the heirs of John Read, Hilaria Read, and Inez Read","Feb. 25, 1885","7,845.12",42,,https://digicoll.lib.berkeley.edu/record/265542,https://ranchos.archivesofcalifornia.com/r/rancho-corte-madera-presidio.html,yes
rancho-boga,Boga,1844,micheltorena,Micheltorena,Thomas O. Larkin,22184,,Sutter,ND 358,Confirmed,Thomas O. Larkin,"Oct. 5, 1865","22,184.66",18,,https://digicoll.lib.berkeley.edu/record/264195,https://ranchos.archivesofcalifornia.com/r/rancho-boga.html,yes
rancho-alamos,Los Alamos,1839,alvarado,Alvarado,J. A. de la Guerra y Carrillo,48803,,Santa Barbara,SD 083,Confirmed,Jose A. de la Guerra y Carrillo,"Sept. 12, 1872","48,803.38",358,,https://digicoll.lib.berkeley.edu/record/265831,https://ranchos.archivesofcalifornia.com/r/rancho-alamos.html,yes
rancho-larkin-childrens,Larkin Childrens Rancho,1844,micheltorena,Micheltorena,Francisco Larkin,44364,,,ND 115,Confirmed,Francisco Larkin et al,"Dec. 18, 1857","44,364.22",16,,https://digicoll.lib.berkeley.edu/record/265475,https://ranchos.archivesofcalifornia.com/r/rancho-larkin-childrens.html,yes
rancho-juntas,Las Juntas,1844,micheltorena,Micheltorena,"James Swanson, administrator",13292,,Contra Costa,ND 087,Confirmed,,"July 22, 1870",,113,,https://digicoll.lib.berkeley.edu/record/265449,https://ranchos.archivesofcalifornia.com/r/rancho-juntas.html,yes
rancho-alamos-agua-caliente,Los Alamos Y Agua Caliente,1846,pico,Pio Pico,Francisco Lopez et al,26626,6,Kern,SD 183,Confirmed,"Agustin Olvera, Louis Jordan, and J.L. Brent","Nov. 9, 1866","26,626.23",346,,https://digicoll.lib.berkeley.edu/record/267531,https://ranchos.archivesofcalifornia.com/r/rancho-alamos-agua-caliente.html,yes
rancho-animas,Las Animas,1803,spanish,Marquinas,Mariano Castro,26518,,Santa Clara,ND 136,Confirmed,the heirs of Jose Maria Sanchez,"Mar. 15, 1873","26,518.68",224,,https://digicoll.lib.berkeley.edu/record/265496,https://ranchos.archivesofcalifornia.com/r/rancho-animas.html,yes
rancho-lomas-santiago,Lomas De Santiago,1846,pico,Pio Pico,Teodocio Yorba,47226,4,Orange,SD 186,Confirmed,Toedocio Yorba,"Feb. 1, 1868","47,226.61",499,,https://digicoll.lib.berkeley.edu/record/267533,https://ranchos.archivesofcalifornia.com/r/rancho-lomas-santiago.html,yes
rancho-muniz,Muniz,1845,pico,Pio Pico,Manuel Torres,17760,4,Sonoma,ND 095,Confirmed,Manuel Torres,"Feb. 4, 1860","17,760.75",26,,https://digicoll.lib.berkeley.edu/record/265456,https://ranchos.archivesofcalifornia.com/r/rancho-muniz.html,yes
rancho-nipomo,Nipomo,1837,alvarado,Alvarado,Guillermo Dana,37887,15,San Luis Obispo,SD 013,Patented,William G. Dana,"Dec. 14, 1868","37,887.91",351,,https://digicoll.lib.berkeley.edu/record/266054,https://ranchos.archivesofcalifornia.com/r/rancho-nipomo.html,yes
rancho-san-rafael,San Rafael,1784,spanish,Pedro Fages,Jose Maria Berdugo,36403,8,Los Angeles,SD 381,Confirmed,Julio Verdugo and Catalina Verdugo,"Jan. 28, 1882","36,403.32",423,,https://digicoll.lib.berkeley.edu/record/269000,https://ranchos.archivesofcalifornia.com/r/rancho-san-rafael.html,yes
rancho-san-julian,San Julian,1837,alvarado,Alvarado,George Rock,48221,6,Santa Barbara,SD 010,Confirmed,Jose de la Guerra y Noriega,"Sept. 29, 1873","48,221.68",378,,https://digicoll.lib.berkeley.edu/record/266051,https://ranchos.archivesofcalifornia.com/r/rancho-san-julian.html,yes
rancho-jacinto,Jacinto,1844,micheltorena,Micheltorena,William H. McKee,35487,,Glenn,ND 056,Confirmed,William H. McKee,"Sept. 19, 1859","35,487.52",11,,https://digicoll.lib.berkeley.edu/record/264442,https://ranchos.archivesofcalifornia.com/r/rancho-jacinto.html,yes
rancho-paso-robles,Paso De Robles,1844,micheltorena,Micheltorena,Petrenelo Ríos,25993,,San Luis Obispo,SD 351,Confirmed,Petronelo Rios,"July 20, 1866","25,993.18",320,,https://digicoll.lib.berkeley.edu/record/268973,https://ranchos.archivesofcalifornia.com/r/rancho-paso-robles.html,yes
rancho-shoquel-augmentation,Shoquel Augmentation,1844,micheltorena,Jose Figueroa; Micheltorena,M. Castro,32702,1,,ND 343,Confirmed,Martina Castro,"Mar. 19, 1860","32,702.41",201,,https://digicoll.lib.berkeley.edu/record/264180,https://ranchos.archivesofcalifornia.com/r/rancho-shoquel-augmentation.html,yes
rancho-santa-ana-quien-sabe,Santa Ana Y Quien Sabe,1839,alvarado,Alvarado,Manuel Larios and Juan Anzar,48822,,San Benito,SD 258,Confirmed,Manuel Larios et al,"May 1, 1860","48,822.60",237,,https://digicoll.lib.berkeley.edu/record/267599,https://ranchos.archivesofcalifornia.com/r/rancho-santa-ana-quien-sabe.html,yes
rancho-arroyo-seco-1,Arroyo Seco,1841,alvarado,Alvarado,Teodocio Yorba,48857,11,Amador,ND 199,Confirmed,"Jospeh M. Moss, H.W. Carpentier, Edward F. Beal, and Herman Wholer on","Apl. 29, 1865","48,857.52",99,,https://digicoll.lib.berkeley.edu/record/265793,https://ranchos.archivesofcalifornia.com/r/rancho-arroyo-seco-1.html,yes
rancho-aguas-frias,Aguas Frias,1844,micheltorena,Micheltorena,Salvador Oslo,26761,6,Butte,ND 370,Confirmed,Samuel Todd,"July 19, 1860","26,761.40",13,,https://digicoll.lib.berkeley.edu/record/264206,https://ranchos.archivesofcalifornia.com/r/rancho-aguas-frias.html,yes
rancho-caslamayomi,Caslamayomi,1844,micheltorena,Micheltorena,Eugenio Montenegro,26788,8,Sonoma,ND 186,Patented,William Forbes,"Dec. 18, 1874","26,788.36",57,,https://digicoll.lib.berkeley.edu/record/265782,https://ranchos.archivesofcalifornia.com/r/rancho-caslamayomi.html,yes
rancho-bolsas,Las Bolsas,1784,spanish,Pedro Fages,Manuel Nieto,33460,,Orange,SD 208,Confirmed,,,,471,,https://digicoll.lib.berkeley.edu/record/267552,https://ranchos.archivesofcalifornia.com/r/rancho-bolsas.html,yes
rancho-suey,Suey,1837,alvarado,Alvarado,Ramona Carrillo,43834,5,San Luis Obispo,SD 014,Confirmed,Romana Carrillo de Wilson,"Aug. 10, 1865","43,834.27",350,,https://digicoll.lib.berkeley.edu/record/266055,https://ranchos.archivesofcalifornia.com/r/rancho-suey.html,yes
rancho-pinole,Pinole (Martinez),1842,alvarado,Alvarado,María Antonia Martínez de Richardson,17760,,Contra Costa,ND 205,Confirmed,Maria Anontia Martinez de Richardson et al,"Aug. 22, 1868","17,760.64",126,,https://digicoll.lib.berkeley.edu/record/265798,https://ranchos.archivesofcalifornia.com/r/rancho-pinole.html,yes
rancho-cerritos,Los Cerritos,1834,figueroa,Figueroa,Manuela Nieto,27654,5,Orange,SD 017,Confirmed,Juan Temple,"Dec. 7, 1867","27,654.36",467,,https://digicoll.lib.berkeley.edu/record/266058,https://ranchos.archivesofcalifornia.com/r/rancho-cerritos.html,yes
rancho-san-antonio-5,San Antonio (V. And D. Peralta),1820,micheltorena,Sola; Arguello; Micheltorena,Vicente and Domingo Peralta,18848,,,ND 021,Confirmed,the heirs of Vicente and Domingo Peralta,"Feb. 10, 1877","18,848.98",128,,https://digicoll.lib.berkeley.edu/record/264410,https://ranchos.archivesofcalifornia.com/r/rancho-san-antonio-5.html,yes
rancho-topanga-malibu-sequit,Topanga Malibu Sequit,1805,spanish,a Spanish governor,Leon V. Prudhomme,13315,,Los Angeles,SD 147,Confirmed,Matthew Keller,"Aug. 29, 1872","13,315.70",433,296 U.S. 612,https://digicoll.lib.berkeley.edu/record/266107,https://ranchos.archivesofcalifornia.com/r/rancho-topanga-malibu-sequit.html,yes
rancho-puente,La Puente,1845,pico,Pico,J. Roland and Julian Workman,48790,,Los Angeles,SD 127,Confirmed,John Roland and Julian Workman,"Apl. 19, 1867","48,790.55",460,,https://digicoll.lib.berkeley.edu/record/265867,https://ranchos.archivesofcalifornia.com/r/rancho-puente.html,yes
rancho-carne-humana,Carne Humana,1841,alvarado,Alvarado,Edouardo A. Bale,17962,4,Napa,ND 047,Confirmed,the heirs of Edward T. Bale,"Sept. 4, 1879","17,962.22",79,,https://digicoll.lib.berkeley.edu/record/264434,https://ranchos.archivesofcalifornia.com/r/rancho-carne-humana.html,yes
rancho-san-luis-conzaga,San Luis Conzaga,1841,alvarado,Micheltorena,Francisco Rivera,48821,,,ND 062,Confirmed,Juan P. Pacheco,"May 6,1871","48,821.43",234,,https://digicoll.lib.berkeley.edu/record/264448,https://ranchos.archivesofcalifornia.com/r/rancho-san-luis-conzaga.html,yes
rancho-muscupiabe,Muscupiabe,1843,micheltorena,Micheltorena,M. White,30144,1,San Bernardino,SD 281,Confirmed,Michael White,"June 22, 1872","30,144.88",480,,https://digicoll.lib.berkeley.edu/record/268908,https://ranchos.archivesofcalifornia.com/r/rancho-muscupiabe.html,yes
rancho-arroyo-chico,Arroyo Chico,1844,micheltorena,Micheltorena,John Bidwell,22214,,Butte,ND 038,Confirmed,John Bidwell,"Apl. 4, 1860","22,214.47",9,,https://digicoll.lib.berkeley.edu/record/264425,https://ranchos.archivesofcalifornia.com/r/rancho-arroyo-chico.html,yes
rancho-san-jacinto-nuevo-potrero,San Jacinto Nuevo Y Potrero,1846,pico,Pío Pico,"T. W. Sutherland, guardian",48861,,Riverside,SD 082,Confirmed,"Miguel, Victoria, Isabel, and Helena Pedrorena","Jan. 9, 1883","48,861.10",487,,https://digicoll.lib.berkeley.edu/record/265830,https://ranchos.archivesofcalifornia.com/r/rancho-san-jacinto-nuevo-potrero.html,yes
rancho-milpitas-1,Milpitas,1838,alvarado,Alvarado,Ignacio Pastor,43280,,,SD 044,Confirmed,Ignacio Pastor,"Feb. 18, 1875","43,280.90",307,,https://digicoll.lib.berkeley.edu/record/266081,https://ranchos.archivesofcalifornia.com/r/rancho-milpitas-1.html,yes
rancho-sanjon-moquelumnes,Sanjon De Los Moquelumnes,1844,micheltorena,Micheltorena,A. Chabolla,35508,8,San Joaquin,ND 406,Confirmed,the heirs of Anastasio Chabolla,"May 30, 1865","35,508.14",93,,https://digicoll.lib.berkeley.edu/record/264253,https://ranchos.archivesofcalifornia.com/r/rancho-sanjon-moquelumnes.html,yes
rancho-san-pedro-1,San Pedro (Dominguez),1784,spanish,a Spanish governor,Juan Jose Dominguez,43119,10,Los Angeles,SD 273,Confirmed,Manuel Dominguez et al,"Dec. 18, 1858","43,119.13",440,,https://digicoll.lib.berkeley.edu/record/268902,https://ranchos.archivesofcalifornia.com/r/rancho-san-pedro-1.html,yes
rancho-sobrante-san-jacinto,El Sobrante De San Jacinto,1846,pico,Pío Pico,José Antonio Aguirre,48847,,Riverside,SD 080,Confirmed,Maria del Rosario Estudillo de Aguirre,"Oct. 26, 1867","48,847.28",486,,https://digicoll.lib.berkeley.edu/record/265828,https://ranchos.archivesofcalifornia.com/r/rancho-sobrante-san-jacinto.html,yes
rancho-san-jacinto-viejo,San Jacinto Viejo,1842,alvarado,Alvarado,José Antonio Estudillo,35503,,Riverside,SD 233,Confirmed,the heirs of Jose A Estudillo,"Jan. 17, 1880","35,503.02",489,,https://digicoll.lib.berkeley.edu/record/267574,https://ranchos.archivesofcalifornia.com/r/rancho-san-jacinto-viejo.html,yes
rancho-nicasio-2,Nicasio (Helleck),1844,micheltorena,Micheltorena,"Henry W. Hallack, James Black, and Benjamin R. Buckelew",30848,,Marin,ND 392,Confirmed,"Henry W. Hallack, James Black, and Benjamin R. Buckelew","Nov. 1, 1861",,32,,https://digicoll.lib.berkeley.edu/record/264241,https://ranchos.archivesofcalifornia.com/r/rancho-nicasio-2.html,yes
rancho-salsipuedes,Salsipuedes,1834,figueroa,Figueroa,James Blair,31201,,Santa Cruz,SD 201,Confirmed,John P. Davison et al,"Mar. 2, 1861","31,201.37",223,,https://digicoll.lib.berkeley.edu/record/267545,https://ranchos.archivesofcalifornia.com/r/rancho-salsipuedes.html,yes
rancho-putas,Las Putas,1843,micheltorena,Micheltorena,María Anastasia Higuera de Berreyesa,35515,,Napa,ND 175,Confirmed,Maria Anastasia Higuera de Berryesa and Maria Nicolasa Higuera de Berreyesa,"Jan. 5, 1863","35,515.82",83,,https://digicoll.lib.berkeley.edu/record/265535,https://ranchos.archivesofcalifornia.com/r/rancho-putas.html,yes
rancho-omochumnes,Omochumnes,1844,micheltorena,Micheltorena,Joaquin Sheldon,18661,5,Sacramento,ND 182,Confirmed,Catharine Sheldon et al,"July 1, 1870","18,661.86",95,,https://digicoll.lib.berkeley.edu/record/265541,https://ranchos.archivesofcalifornia.com/r/rancho-omochumnes.html,yes
rancho-rancheria-rio-estanislao,Rancheria Del Rio Estanislao,1843,micheltorena,Micheltorena,Francisco Rico and Jose Antonio Castro,48836,11,Stanislaus,ND 413,Confirmed,Francisco Rico and José A. Castro,"Jan. 31, 1863","48,836.64",102,,https://digicoll.lib.berkeley.edu/record/264260,https://ranchos.archivesofcalifornia.com/r/rancho-rancheria-rio-estanislao.html,yes
rancho-sotoyome,Sotoyome,1844,micheltorena,Micheltorena,Henry D. Fitch,48836,8,Sonoma,ND 052,Confirmed,Josefa Carrillo de Fitch et al,"Apl. 3, 1858","48,836.51",54,,https://digicoll.lib.berkeley.edu/record/264439,https://ranchos.archivesofcalifornia.com/r/rancho-sotoyome.html,yes
rancho-pulgas,Pulgas,1820,spanish,a Spanish governor,Luis Arguello,35240,4,San Mateo,ND 054,Confirmed,Mar\u00eda de la Soledad Ortega de Arg\u00fcello et al,"Oct. 2, 1857","35,240.47",148,,https://digicoll.lib.berkeley.edu/record/264441,https://ranchos.archivesofcalifornia.com/r/rancho-pulgas.html,yes
rancho-rio-americanos,Rio De Los Americanos,1844,micheltorena,Micheltorena,Guillermo A. Leidesdorff,35521,8,Sacramento,ND 359,Confirmed,,"Oct. 28, 1864",,98,,https://digicoll.lib.berkeley.edu/record/264196,https://ranchos.archivesofcalifornia.com/r/rancho-rio-americanos.html,yes
rancho-orestimba,Orestimba,1844,micheltorena,Micheltorena,Sebastian Nunez,26666,6,Stanislaus,ND 057,Confirmed,Sebastian Nuñez,"July 30, 1863","26,666.39",105,,https://digicoll.lib.berkeley.edu/record/264443,https://ranchos.archivesofcalifornia.com/r/rancho-orestimba.html,yes
rancho-valle-san-jose-1,Valle De San Jose,1839,alvarado,Alvarado,Antonio Maria Pico et al,435,,,ND 102,Confirmed,,,,121,,https://digicoll.lib.berkeley.edu/record/265462,https://ranchos.archivesofcalifornia.com/r/rancho-valle-san-jose-1.html,yes
rancho-san-francisco,San Francisco,1839,alvarado,Alvarado,Jacoba Feliz,48611,,Ventura,SD 303,Confirmed,Jacoba Feliz et al,"Feb. 12, 1875","48,611.88",399,,https://digicoll.lib.berkeley.edu/record/268929,https://ranchos.archivesofcalifornia.com/r/rancho-san-francisco.html,yes
rancho-nuestra-senora-refugio,Nuestra Senora Del Refugio,1794,spanish,a Spanish governor,Antonio M. Ortega,26529,,Santa Barbara,SD 154,Confirmed,Antonio M. Ortega and Magdelena Cota de Ortega,"July 28, 1866","26,529.30",379,,https://digicoll.lib.berkeley.edu/record/266114,https://ranchos.archivesofcalifornia.com/r/rancho-nuestra-senora-refugio.html,yes
rancho-san-joaquin-2,San Joaquin,1836,interim,Nicolas Gutierrez,C. Cervantes,7424,2,,SD 178,Confirmed,Cruz Cervantes,"Jan. 6, 1874","7,424.69",232,,https://digicoll.lib.berkeley.edu/record/264495,https://ranchos.archivesofcalifornia.com/r/rancho-san-joaquin-2.html,yes
rancho-punta-concepcion,Punta De La Concepcion,1837,alvarado,Alvarado,A. Carrillo,992,,Santa Barbara,SD 118,Confirmed,,"July 30, 1863",,375,,https://digicoll.lib.berkeley.edu/record/265859,https://ranchos.archivesofcalifornia.com/r/rancho-punta-concepcion.html,yes
rancho-san-pedro-santa-margarita-gallinas,San Pedro Santa Margarita Y Las Gallinas,1844,micheltorena,Micheltorena,T. Murphy,21678,5,Marin,ND 016,Confirmed,Timothy Murphy,"Feb. 21, 1866","21,678.69",44,,https://digicoll.lib.berkeley.edu/record/264408,https://ranchos.archivesofcalifornia.com/r/rancho-san-pedro-santa-margarita-gallinas.html,yes
rancho-san-lorenzo-4,San Lorenzo (Sanchez),1846,pico,Pio Pico,R. Sanchez,48285,11,,SD 277,Confirmed,Rafael Sanchez,"Nov. 22, 1870","48,285.95",300,,https://digicoll.lib.berkeley.edu/record/268904,https://ranchos.archivesofcalifornia.com/r/rancho-san-lorenzo-4.html,yes
rancho-rio-santa-clara,Rio De Santa Clara,1837,alvarado,Alvarado,Valentin Cota et al,44883,,Ventura,SD 231,Confirmed,Valentin Cota et al,"Sept. 5, 1872","44,883.30",403,,https://digicoll.lib.berkeley.edu/record/267572,https://ranchos.archivesofcalifornia.com/r/rancho-rio-santa-clara.html,yes
rancho-san-pablo,San Pablo,1835,figueroa,Figueroa,Francisco Castro,17938,4,Contra Costa,ND 320,Confirmed,Joaqu\u00edn Isidro Castro,"Jan. 31, 1873","17,938.59",127,,https://digicoll.lib.berkeley.edu/record/266039,https://ranchos.archivesofcalifornia.com/r/rancho-san-pablo.html,yes
rancho-santa-rosa-island,Santa Rosa Island,1841,micheltorena,Alvarado; Micheltorena,Manuela Carrillo de Jones,62696,,,SD 056,Confirmed,Manuela Carrillo de Jones et al,"Oct. 3, 1871","62,696.49",405,,https://digicoll.lib.berkeley.edu/record/266093,https://ranchos.archivesofcalifornia.com/r/rancho-santa-rosa-island.html,yes
rancho-blucher,Blucher,1844,micheltorena,Micheltorena,Juan Vioget,26759,6,Marin,ND 224,Confirmed,Stephen Smith Jr. et al,"June 19, 1858","26,759.42",29,,https://digicoll.lib.berkeley.edu/record/265816,https://ranchos.archivesofcalifornia.com/r/rancho-blucher.html,yes
rancho-mariposas,Las Mariposas,1844,micheltorena,Micheltorena,Juan Bautista Alvarado,44386,10,Mariposa,ND 001,Confirmed,John C. Fremont,"Feb. 19, 1856","44,386.83",104,,https://digicoll.lib.berkeley.edu/record/264396,https://ranchos.archivesofcalifornia.com/r/rancho-mariposas.html,yes
rancho-san-bernardino,San Bernardino,1842,alvarado,Alvarado,"Jose del Carmen Lugo, Jose Maria Lugo, Vicente Lugo and Diego Sepulveda",35509,8,San Bernardino,SD 012,Confirmed,Jose del Carmen Lugo et al,"Nov. 24, 1865","35,509.41",481,,https://digicoll.lib.berkeley.edu/record/266053,https://ranchos.archivesofcalifornia.com/r/rancho-san-bernardino.html,yes
rancho-campo-franceses,Campo De Los Franceses,1844,micheltorena,Micheltorena,Charles M. Weber,48747,,San Joaquin,ND 298,Confirmed,Charles M. Weber,"Mar. 18, 1861","48,747.03",100,,https://digicoll.lib.berkeley.edu/record/256627,https://ranchos.archivesofcalifornia.com/r/rancho-campo-franceses.html,yes
rancho-rio-jesus-maria,Rio Jesus Maria,1843,micheltorena,Micheltorena,James M. Harbin,26637,,Yolo,ND 360,Confirmed,James M. Harbin et al,"July 3, 1858","26,637.42",86,,https://digicoll.lib.berkeley.edu/record/264197,https://ranchos.archivesofcalifornia.com/r/rancho-rio-jesus-maria.html,yes
rancho-bosquejo,Bosquejo,1844,micheltorena,Micheltorena,P. Lassen,22206,5,Tehama,ND 367,Confirmed,Henry Gerke,"Jan. 10, 1862","22,206.27",7,,https://digicoll.lib.berkeley.edu/record/256658,https://ranchos.archivesofcalifornia.com/r/rancho-bosquejo.html,yes
rancho-huecos,Los Huecos,1846,pico,Pío Pico,John Roland and J. L. Hornsby,39950,,Santa Clara,ND 221,Confirmed,John Roland and J.L. Hornsby,"May 13, 1876","39,950.92",182,,https://digicoll.lib.berkeley.edu/record/265813,https://ranchos.archivesofcalifornia.com/r/rancho-huecos.html,yes
rancho-canada-osos-pecho-islay,Canada De Los Osos Y Pecho Y Islay,1845,pico,Pico,Victor Linares,32430,,San Luis Obispo,SD 028,Confirmed,John Wilson,"Sept. 23, 1869","32,430.76",331,,https://digicoll.lib.berkeley.edu/record/256660,https://ranchos.archivesofcalifornia.com/r/rancho-canada-osos-pecho-islay.html,yes
rancho-asuncion,Asuncion,1845,pico,Pio Pico,P. Estrada,39224,,San Luis Obispo,SD 076,Confirmed,Pedro Estrada,"Mar. 22, 1866","39,224.81",318,,https://digicoll.lib.berkeley.edu/record/266103,https://ranchos.archivesofcalifornia.com/r/rancho-asuncion.html,yes
rancho-capay,Capay,1844,micheltorena,Micheltorena,Josefa Soto,44388,,Tehama,ND 042,Confirmed,Josefa Soto,"Aug. 18, 1859","44,388.17",8,,https://digicoll.lib.berkeley.edu/record/264429,https://ranchos.archivesofcalifornia.com/r/rancho-capay.html,yes
rancho-bodega,Bodega,1844,micheltorena,Micheltorena,Stephen Smith,35489,8,Sonoma,ND 035,Confirmed,"Manuela T. Curtis, Stephen Smith, Manuela Smith and James Smith","Apl. 18, 1859","35,489.52",27,,https://digicoll.lib.berkeley.edu/record/264422,https://ranchos.archivesofcalifornia.com/r/rancho-bodega.html,yes
rancho-piedra-blanca,Piedra Blanca,1840,alvarado,Alvarado,José de Jesús Pico,48805,,,SD 043,Confirmed,Jose de Jesus Pico,"Oct. 9, 1876","48,805.59",321,,https://digicoll.lib.berkeley.edu/record/266080,https://ranchos.archivesofcalifornia.com/r/rancho-piedra-blanca.html,yes
rancho-yokaya,Yokaya,1845,pico,Pio Pico,C. Juares,541,8,Mendocino,ND 217,Patented,,"Mar. 8, 1867",,23,,https://digicoll.lib.berkeley.edu/record/265809,https://ranchos.archivesofcalifornia.com/r/rancho-yokaya.html,yes
rancho-santiago-santa-ana,Santiago De Santa Ana,1810,spanish,a Spanish governor,"Bernardo, Teodoro and Ramón Yorba",78941,,Orange,SD 346,Confirmed,Bernardo Yorba et al,"Dec. 21, 1883","78,941.49",474,,https://digicoll.lib.berkeley.edu/record/268968,https://ranchos.archivesofcalifornia.com/r/rancho-santiago-santa-ana.html,yes
rancho-honcut,Honcut,1844,micheltorena,Micheltorena,Charles Covillaud,31079,,Yuba,ND 301,Confirmed,Charles Covillaud et al,"Mar. 9, 1863","31,079.96",19,,https://digicoll.lib.berkeley.edu/record/256630,https://ranchos.archivesofcalifornia.com/r/rancho-honcut.html,yes
rancho-german,German,1846,pico,Pio Pico,Ernest Rufus,17580,5,Sonoma,ND 015,Confirmed,Charles Meyer et al,"July 30, 1872","17,580.01",25,,https://digicoll.lib.berkeley.edu/record/264407,https://ranchos.archivesofcalifornia.com/r/rancho-german.html,yes
rancho-prietos-najalayegua,Los Prietos Y Najalayegua,1845,pico,Pico,Jose Dominguez,48729,,,,Confirmed,,,,,,,https://ranchos.archivesofcalifornia.com/r/rancho-prietos-najalayegua.html,yes
rancho-san-buenaventura,San Buenaventura,1844,micheltorena,Micheltorena,P. B. Reading,26632,6,,ND 004,Confirmed,Pearson B. Reading,"Jan. 17, 1857","26,632.09",1,,https://digicoll.lib.berkeley.edu/record/264160,https://ranchos.archivesofcalifornia.com/r/rancho-san-buenaventura.html,yes
rancho-santa-catalina-island,Santa Catalina Island,1846,pico,Pio Pico,Tomas M. Robbins,45820,,,SD 368,Confirmed,Jose M. Covarrubias,"Apl. 10, 1867","45,820.43",470,,https://digicoll.lib.berkeley.edu/record/268989,https://ranchos.archivesofcalifornia.com/r/rancho-santa-catalina-island.html,yes
rancho-canada-capay,Canada De Capay,1846,pico,Pio Pico,Santiago Nemesis and Francisco Berreyesa,40078,9,Yolo,ND 382,Confirmed,Jasper O'Farrell et al,"Feb. 16, 1865","40,078.58",84,,https://digicoll.lib.berkeley.edu/record/264233,https://ranchos.archivesofcalifornia.com/r/rancho-canada-capay.html,yes
